user_id,doc_id,label,purity,randIndex,NMI,responseTime,sLDAUpFreq,topKeywords,recommendID,actualLabel
4,2734,wrote,-1,-1,-1,0:00:18,0,None,5413,soc
4,5413,world,0.27507447864945384,0.4994533160047657,0.013413088442366064,0:00:11,0,None,3653,talk
4,3653,started,0.2676975457511704,0.5715623036989814,0.011421090197724464,0:00:09,0,None,9,talk
4,9,want,0.2926656263299759,0.6376617931009607,0.03250717147444857,0:00:06,0,None,19,comp
4,19,ntennas,0.2994751028514683,0.6621501363328438,0.03512231331613046,0:00:06,0,None,33,rec
4,33,month,0.3042984820541921,0.6873539592883865,0.036431177347378774,0:00:05,0,None,99,sci
4,99,finish,0.30841254078592706,0.6916162829063106,0.036440029117573755,0:00:10,0,None,130,rec
4,130,apparatus,0.30997304582210244,0.7045308670343754,0.03748007606728449,0:00:07,0,None,160,sci
4,160,amongst,0.3172081146261881,0.7068628889165496,0.043288456003001005,0:00:14,0,None,173,soc
4,173,certainly,0.32458504752447154,0.7216264162859336,0.04556003181961839,0:00:06,0,None,180,sci
4,180,automatic,0.33281316498794156,0.7336917481633752,0.05324110928253505,0:00:06,0,None,181,misc
4,181,their,0.32728046531422894,0.7396175128245303,0.04947452940163968,0:00:07,0,None,220,misc
4,220,controller,0.33040147538657966,0.7438545955834697,0.05693029432024252,0:00:07,0,None,244,misc
4,244,mainframe,0.34004823379202725,0.7508300901312025,0.05822965417058252,0:00:09,0,None,259,comp
4,259,dress,0.3410412824514115,0.7529805952140755,0.05475338033867829,0:00:06,0,None,271,misc
4,271,drive,0.34629025393672863,0.7572175974599081,0.05838532460800466,0:00:08,0,None,272,rec
4,272,horror,0.3501205844800681,0.7599495279436035,0.06135855802467175,0:00:07,0,None,384,comp
4,384,documentation,0.3542346432118031,0.763020378350412,0.06004664218258495,0:00:06,0,None,479,comp
4,479,paper,0.3549439636827919,0.7646862347868472,0.06293178231677467,0:00:08,0,None,510,sci
4,510,expectin,0.36317208114626187,0.7675756086509079,0.06528931050373683,0:00:07,0,None,520,rec
