user_id,doc_id,label,purity,randIndex,NMI,responseTime,sLDAUpFreq,topKeywords,recommendID,actualLabel
4,520,numbering,0.3641651298056462,0.768695103144536,0.06243939701568608,0:00:06,0,None,548,rec
4,548,keyboard,0.3684210526315789,0.7716128981353003,0.06724231730847699,0:00:16,0,None,582,comp
4,582,contamination,0.3757979855298624,0.7732543591003723,0.06947047681405366,0:00:07,0,None,602,sci
4,602,christianity,0.37877713150801534,0.7754034954604295,0.07476942059309698,0:00:08,0,None,620,soc
4,620,might,0.37764221875443327,0.7757007095942156,0.07369424499779746,0:00:12,0,None,795,soc
4,795,quote,0.3743793445878848,0.7786019591415306,0.07209466565019398,0:00:58,0,None,831,talk
4,831,hockey,0.3897006667612427,0.7810029002431335,0.07990976866486942,0:00:16,0,None,860,rec
4,860,doctor,0.394807774152362,0.781688710886934,0.08108943499904024,0:00:10,0,None,895,sci
4,895,remarkable,0.39409845368137325,0.7820442165100498,0.07981094201246437,0:00:10,0,None,964,rec
4,964,talking,0.3949496382465598,0.7844955185599619,0.08140888043065278,0:00:11,0,None,965,sci
4,965,heard,0.39750319194211947,0.7852184457460014,0.08180751777391088,0:00:07,0,None,967,comp
4,967,game,0.4075755426301603,0.7864329859622178,0.0871731785238849,0:01:03,0,None,1010,rec
4,1010,genocide,0.40885231947794015,0.7869409834096303,0.08808961824950064,0:00:09,0,None,1024,talk
4,1024,method,0.4170804369414101,0.7879123337867294,0.09180492314084661,0:00:06,0,None,1067,rec
4,1067,buyer,0.41693857284721236,0.7875904423857064,0.09204016374356842,0:00:06,0,None,1137,misc
4,1137,willing,0.41807348560079444,0.7892417662063625,0.09056230161434849,0:00:08,0,None,1193,rec
4,1193,group,0.41722230103560787,0.7896475925212342,0.09200312174020095,0:00:15,0,None,1206,rec
4,1206,letter,0.41566179599943254,0.7905048960825382,0.08928674873128206,0:00:09,0,None,1213,rec
4,1213,home,0.4209107674847496,0.7910231589510688,0.09249625728100716,0:01:32,0,None,1371,rec
4,1371,think,0.4182153496949922,0.7917429058693893,0.09232040334044328,0:01:40,0,None,1379,talk
4,1379,easy,0.4175060292240034,0.7921629024910595,0.09059156281024164,0:00:33,0,None,1451,talk
4,1451,papers,0.41864094197758545,0.7923748532447346,0.09204342443063199,0:00:07,0,None,1468,sci
4,1468,lightened,0.41864094197758545,0.7923836694299302,0.09146471357733532,0:00:06,0,None,1581,talk
4,1581,better,0.41906653426017876,0.7931181502467968,0.09055642226597549,0:00:08,0,None,1601,rec
4,1601,prosecution,0.42020144701376083,0.7933718470463526,0.09068334847735696,0:00:06,0,None,1603,rec
4,1603,recommend,0.41864094197758545,0.7937379803995672,0.08934293902500155,0:00:06,0,None,1677,rec
4,1677,fairchild,0.419492126542772,0.7939530711644079,0.08972123488950044,0:00:09,0,None,1847,sci
4,1847,lightning,0.4200595829195631,0.794341426135102,0.0895635608086605,0:00:06,0,None,1909,sci
4,1909,number,0.4227550007093205,0.7948034505985264,0.089436955379043,0:00:07,0,None,1967,comp
4,1967,might,0.4237480493687048,0.7948849701191707,0.09079882859928519,0:00:15,0,None,2082,comp
4,2082,pretending,0.42346432118030924,0.7950114964665213,0.09180825851651887,0:00:08,0,None,2091,talk
4,2091,almost,0.42346432118030924,0.7950430978609438,0.09162089567057884,0:00:10,0,None,2138,soc
4,2138,somewhere,0.4272946517236487,0.795648677193809,0.09324155212998606,0:00:09,0,None,2230,comp
4,2230,above,0.42800397219463754,0.7957344236525609,0.09358541761608395,0:01:07,0,None,2429,comp
4,2429,vogons,0.42800397219463754,0.7958469004627733,0.09383770430562267,0:00:09,0,None,2502,talk
4,2502,speed,0.4288551567598241,0.7963586015130989,0.09539849016305055,0:00:09,0,None,2513,misc
4,2513,cryptosystems,0.431266846361186,0.796665074654168,0.0962152834085286,0:00:10,0,None,2779,sci
4,2779,april,0.43623208965810756,0.7971604315438114,0.09884810625876012,0:01:28,0,None,2787,comp
4,2787,destroyed,0.43623208965810756,0.7973116351583991,0.0988143677884238,0:01:09,0,None,2792,soc
4,2792,atheist,0.43793445878848064,0.7976418596659769,0.09911844213223095,0:01:40,0,None,2815,soc
4,2815,might,0.4373670024116896,0.7976185108650022,0.09886588280861663,0:00:12,0,None,3658,comp
4,3658,shuttle,0.4356646332813165,0.7959302315283208,0.10025828683449471,0:00:20,0,None,4304,sci
4,4304,strong,0.4366576819407008,0.7963116623718292,0.09990972802959505,0:00:08,0,None,4352,sci
4,4352,emblazened,0.4393530997304582,0.7965295308388548,0.10139913328140022,0:00:07,0,None,4556,sci
4,4556,tongue,0.44062987657823804,0.7967680106612236,0.10207465514840111,0:01:20,0,None,4761,talk
4,4761,informal,0.4407717406724358,0.7967960694789465,0.10193763700306512,0:00:15,0,None,4884,talk
4,4884,notes,0.4402042842956448,0.7969271448168319,0.10124385236954603,0:00:07,0,None,4924,comp
4,4924,diluted,0.44062987657823804,0.79703720623384,0.10131092431483506,0:00:08,0,None,5045,sci
4,5045,motorcycles,0.4417647893318201,0.7973068043719905,0.10213987684347407,0:01:41,0,None,5840,rec
4,5840,inline,0.4411973329550291,0.7974008436807436,0.10170652262816292,0:00:19,0,None,5878,rec
4,5878,confiscated,0.44360902255639095,0.7976077221086898,0.1029100262766704,0:00:24,0,None,5931,talk
4,5931,specifics,0.4474393530997305,0.7980188220320574,0.1049230262676939,0:00:08,0,None,5932,comp
4,5932,compuserve,0.4497091786068946,0.7982658765003013,0.10631681544249505,0:00:13,0,None,6177,comp
4,6177,during,0.4501347708894879,0.798552301877775,0.10660923675911799,0:00:09,0,None,6282,comp
4,6282,mailing,0.45027663498368564,0.7988223025814596,0.10633439303221226,0:00:06,0,None,6310,rec
4,6310,experince,0.4509859554546744,0.7990122732569758,0.10637516300872943,0:00:07,0,None,6542,comp
4,6542,expects,0.456518655128387,0.7993217253829968,0.10856453143213704,0:00:09,0,None,6618,sci
4,6618,many,0.4560930628457937,0.7994782428626338,0.10840518832743401,0:00:29,0,None,6642,rec
4,6642,system,0.45836288835295785,0.7996509837332929,0.10888387829212669,0:00:09,0,None,6852,sci
4,6852,convicted,0.4594978011065399,0.799834271820944,0.10928417630800195,0:01:54,0,None,4101,talk
4,4101,omething,0.4603489856717265,0.7998931269020215,0.1096388506675366,0:00:24,0,None,1964,rec
4,1964,puberty,0.45978152929493543,0.8000701349673415,0.10894924777775519,0:00:30,0,None,3032,sci
4,3032,beav,0.4616257625195063,0.8002074903275579,0.10978064328714991,0:00:13,0,None,3444,rec
4,3444,maintence,0.4613420343311108,0.8003461741540367,0.10956636588737978,0:00:10,0,None,6948,sci
4,6948,hold,0.45978152929493543,0.800527489670571,0.1088271559069414,0:00:10,0,None,6457,talk
4,6457,exciting,0.45907220882394667,0.8006739832684102,0.10851736517667498,0:00:07,0,None,4721,rec
4,4721,loaners,0.4594978011065399,0.8008259517575126,0.10867149351910312,0:00:13,0,None,5847,sci
4,5847,wife,0.45978152929493543,0.8009611332638451,0.10918946124352728,0:00:08,0,None,6063,talk
4,6063,someone,0.460065257483331,0.8010348027565756,0.10932757964123302,0:00:15,0,None,1706,talk
4,1706,waving,0.46290253936728615,0.8011789212177639,0.11002448267171755,0:00:09,0,None,3039,rec
4,1706,waving,0.46290253936728615,0.8011789212177639,0.11002448267171755,0:08:16,0,None,826,rec
4,826,power,0.46346999574407716,0.8013084265500665,0.11037919340857401,0:00:07,0,None,4656,alt
4,4656,found,0.46460490849765923,0.801391757615614,0.11028560450583502,0:00:10,0,None,2784,sci
4,2784,becaust,0.4664491417222301,0.8015549979396696,0.11071094237756697,0:00:09,0,None,4696,sci
4,4696,someone,0.4664491417222301,0.8015573730763205,0.11072741333308357,0:00:12,0,None,2259,comp
4,2259,positions,0.4691445595119875,0.8017750805171324,0.11276923812621871,0:00:09,0,None,995,comp
4,995,denies,0.4695701517945808,0.8018370353528221,0.113051893865176,0:00:07,0,None,3939,rec
4,995,roger,0.46942828770038303,0.8018311176394717,0.11295821331465115,0:00:10,0,None,5491,rec
4,995,maynard,0.4698538799829763,0.8018443217889883,0.11319264884518972,0:00:07,0,None,1081,rec
4,995,maynard,0.4698538799829763,0.8018496356540378,0.1131920264671263,0:00:20,0,None,6698,rec
4,6698,relatively,0.4711306568307561,0.8019454462511406,0.11352126305794571,0:00:07,0,None,1506,sci
4,6698,infrequent,0.47042133635976735,0.801937918275654,0.1132967996943741,0:00:16,0,None,4277,sci
4,4277,dynamically,0.4739679387147113,0.8021016014217971,0.11487613440161705,0:00:08,0,None,3793,comp
4,4277,assumming,0.4743935309973046,0.8021146848016536,0.11493180982611635,0:00:08,0,None,4433,comp
4,4277,closing,0.4743935309973046,0.8021199986667029,0.11512970761305345,0:00:07,0,None,4249,comp
4,4277,cleanup,0.4739679387147113,0.8021019234742243,0.11485137639078573,0:00:10,0,None,5975,comp
4,5975,reffered,0.4756703078450844,0.8022292146960895,0.11541531326317402,0:00:10,0,None,814,rec
4,814,against,0.47581217193928216,0.802307956514549,0.11507865324785008,0:00:11,0,None,2526,rec
4,2526,around,0.4759540360334799,0.802378808048541,0.1150415171172256,0:00:10,0,None,5799,talk
4,2526,around,0.4759540360334799,0.8023823103686872,0.11501373863730224,0:00:16,0,None,4815,talk
4,4815,swing,0.47964250248262164,0.802603278590325,0.11721096665621149,0:00:14,0,None,6929,rec
4,4815,williams,0.47964250248262164,0.802603278590325,0.11721096665621147,0:00:18,0,None,4486,rec
4,4486,expose,0.34472974890055325,0.4401835924271948,0.10513247282456652,0:00:39,0,None,5339,talk
4,4486,follies,0.4802099588594127,0.8028468307384228,0.11713044765276051,0:00:07,0,None,909,talk
4,4486,discredit,0.47992623067101714,0.8026310958687276,0.11741538499968146,0:00:07,0,None,4527,talk
4,4527,thinner,0.48063555114200596,0.8026850396502897,0.11762225429305374,0:00:13,0,None,4275,rec
4,4527,thinner,0.48063555114200596,0.8026850396502897,0.11762225429305374,0:00:19,0,None,1650,rec
4,1650,communications,0.4797843665768194,0.8027122530803912,0.11743386676085617,0:00:58,0,None,1867,alt
4,1867,motorcycle,0.4807774152362037,0.8027621712066129,0.11755808153690432,0:00:11,0,None,3881,rec
4,3881,writes,0.4819123279897858,0.8028131360032231,0.11803025947233563,0:00:52,0,None,6663,sci
4,6663,kidney,0.48247978436657685,0.8028791567508066,0.11821431823649754,0:00:14,0,None,6866,sci
4,6866,burst,0.4831891048375656,0.8029465059646524,0.11849865705774404,0:01:02,0,None,5007,sci
4,5007,behaviour,0.4819123279897858,0.8029618437114996,0.11811380008793984,0:01:26,0,None,3418,alt
4,3418,persistent,0.4840402894027522,0.803035110638696,0.11856729147616085,0:00:12,0,None,782,sci
4,782,happy,0.4821960561781813,0.8030549973760779,0.11793169323931431,0:00:16,0,None,5227,talk
