classifier acc,actual topic,recommend ids,recommend score,100 test set,200 test set,300 test set,400 test set,500 test set
0.622,0,187,0.17814353868286312,0.36,0.37,0.36333333333333334,0.3575,0.382
0.622,0,105,0.17690783603513066,0.38,0.385,0.37333333333333335,0.365,0.388
0.63,9,326,0.17437652498695394,0.38,0.385,0.37666666666666665,0.3675,0.39
0.634,9,451,0.17522109104386677,0.38,0.385,0.37666666666666665,0.3675,0.394
0.634,9,413,0.17459715242191579,0.38,0.385,0.37666666666666665,0.37,0.396
0.636,0,415,0.17438580792279154,0.38,0.39,0.38,0.3725,0.396
0.64,0,330,0.17393983360984774,0.4,0.4,0.38666666666666666,0.3775,0.4
0.642,0,246,0.17327163451142397,0.4,0.4,0.38666666666666666,0.3775,0.4
0.642,0,270,0.172458665867968,0.4,0.4,0.38666666666666666,0.3775,0.402
0.646,0,161,0.17048453488376106,0.4,0.4,0.38666666666666666,0.3775,0.402
0.652,0,17,0.16999969721374303,0.4,0.4,0.38666666666666666,0.3825,0.406
0.656,0,72,0.16901290445993886,0.4,0.4,0.38666666666666666,0.3825,0.406
0.656,0,301,0.16809059826089645,0.4,0.4,0.38666666666666666,0.385,0.41
0.66,0,230,0.16772353337065543,0.41,0.405,0.39,0.3875,0.414
0.662,18,299,0.16490438117467335,0.4,0.4,0.38666666666666666,0.385,0.412
0.662,10,0,0.16514276195996033,0.41,0.405,0.39,0.3875,0.416
0.664,10,132,0.1673361326694043,0.42,0.41,0.3933333333333333,0.39,0.418
0.668,1,98,0.16804302732640974,0.42,0.41,0.39666666666666667,0.3925,0.418
0.672,10,99,0.17003388188541224,0.42,0.41,0.39666666666666667,0.3925,0.418
0.674,17,172,0.1710100181425048,0.42,0.42,0.4033333333333333,0.3975,0.422
0.676,18,174,0.17279419398068424,0.41,0.415,0.4033333333333333,0.4025,0.426
0.68,10,175,0.17448310412487905,0.41,0.415,0.4033333333333333,0.4025,0.43
0.682,1,95,0.17245889701956582,0.42,0.415,0.4033333333333333,0.4025,0.432
0.682,6,201,0.17214579690191253,0.42,0.415,0.4033333333333333,0.4025,0.432
0.684,10,96,0.174894901534501,0.42,0.41,0.4,0.4,0.43
0.686,17,329,0.17563925312480275,0.42,0.41,0.4,0.4,0.43
0.688,1,205,0.17554441646716548,0.42,0.41,0.4066666666666667,0.405,0.434
0.688,10,331,0.17760879819606398,0.41,0.405,0.4033333333333333,0.4025,0.432
0.692,10,207,0.17747137963981047,0.41,0.41,0.41,0.4075,0.436
0.69,10,157,0.17804908188249524,0.41,0.425,0.42,0.415,0.442
0.694,10,445,0.17847841718934374,0.41,0.42,0.41,0.41,0.438
0.696,10,444,0.17886343191027157,0.4,0.415,0.4033333333333333,0.405,0.434
0.7,10,225,0.17914517337950678,0.4,0.415,0.4033333333333333,0.4025,0.432
0.706,10,180,0.17923329015777467,0.4,0.41,0.4,0.4,0.43
0.71,10,94,0.17851399008911945,0.41,0.415,0.4033333333333333,0.4025,0.432
0.71,10,84,0.1784668770395756,0.41,0.415,0.4033333333333333,0.4025,0.432
0.71,10,65,0.17849895435629756,0.42,0.42,0.4066666666666667,0.405,0.434
0.712,11,83,0.1768974815429695,0.42,0.42,0.4066666666666667,0.405,0.438
0.712,8,178,0.17423504960618288,0.42,0.42,0.4066666666666667,0.405,0.438
0.712,11,204,0.1724701086764859,0.43,0.42,0.4066666666666667,0.405,0.438
0.712,14,400,0.17105237191946415,0.43,0.42,0.4066666666666667,0.405,0.438
0.714,15,313,0.1727152657499221,0.43,0.42,0.4066666666666667,0.405,0.438
0.714,8,247,0.17131671849949442,0.43,0.42,0.41,0.4075,0.44
0.716,18,404,0.1710830632118192,0.43,0.42,0.41,0.41,0.442
0.718,10,9,0.1693169619579776,0.43,0.42,0.41,0.41,0.442
0.72,10,406,0.1709653205246409,0.45,0.43,0.4166666666666667,0.415,0.446
0.722,18,67,0.17020222003040417,0.45,0.43,0.4166666666666667,0.415,0.446
0.722,11,468,0.1634104175540754,0.45,0.43,0.4166666666666667,0.415,0.446
0.722,9,81,0.16003527170019533,0.45,0.43,0.42,0.4175,0.448
0.722,16,233,0.15985587277479676,0.45,0.43,0.42,0.4175,0.448
0.724,19,317,0.15224264498819626,0.45,0.43,0.42,0.4175,0.448
0.726,16,467,0.1613678096019,0.45,0.43,0.42,0.4175,0.448
0.728,11,310,0.16291220924984456,0.45,0.43,0.42,0.4175,0.448
0.732,19,235,0.16278560056602087,0.45,0.425,0.4166666666666667,0.415,0.446
0.736,6,443,0.16317582916960605,0.45,0.425,0.4166666666666667,0.415,0.446
0.736,16,399,0.15852712031726904,0.45,0.43,0.42,0.4175,0.448
0.74,12,288,0.15500569717472618,0.45,0.43,0.4166666666666667,0.4175,0.448
0.742,16,466,0.15814302338593345,0.46,0.44,0.42333333333333334,0.4225,0.452
0.744,6,417,0.15080164865948015,0.46,0.44,0.42333333333333334,0.4225,0.452
0.746,9,361,0.14886890334339928,0.46,0.44,0.42333333333333334,0.4225,0.452
0.75,19,307,0.15560219961495741,0.46,0.44,0.42333333333333334,0.425,0.456
0.752,18,258,0.1696135195676548,0.46,0.44,0.4266666666666667,0.4275,0.458
0.754,6,419,0.15055051023440807,0.46,0.44,0.4266666666666667,0.4275,0.458
0.758,9,447,0.16804639772216456,0.46,0.44,0.4266666666666667,0.4275,0.458
0.762,18,236,0.16758704230465352,0.46,0.445,0.43,0.43,0.462
0.764,8,289,0.15762283056917453,0.47,0.45,0.43333333333333335,0.4325,0.464
0.764,18,448,0.16880609013494702,0.47,0.455,0.43666666666666665,0.435,0.468
0.766,2,118,0.1497933388722848,0.47,0.46,0.44,0.4375,0.47
0.768,2,391,0.14816299429104063,0.47,0.46,0.44333333333333336,0.44,0.472
0.768,10,420,0.1500198985563666,0.47,0.46,0.44333333333333336,0.44,0.472
0.772,8,27,0.14798876312387088,0.47,0.46,0.44333333333333336,0.44,0.472
0.774,14,291,0.15888735610538157,0.47,0.46,0.44666666666666666,0.4425,0.474
0.774,11,59,0.1470256042736516,0.47,0.46,0.45,0.445,0.476
