classifier acc,actual topic,recommend ids,recommend score,100 test set,200 test set,300 test set,400 test set,500 test set
0.808,11,204,0.15604432944515745,0.55,0.475,0.45666666666666667,0.4425,0.458
0.81,3,141,0.1664767044564562,0.55,0.475,0.45666666666666667,0.4425,0.458
0.81,15,206,0.1631639298088492,0.55,0.475,0.45666666666666667,0.4425,0.458
0.812,12,90,0.15925796117833427,0.55,0.48,0.46,0.445,0.46
0.816,6,136,0.15852683146913113,0.55,0.48,0.46,0.445,0.462
0.818,17,159,0.159414056677999,0.55,0.48,0.46,0.445,0.462
0.822,16,158,0.15910530744056153,0.55,0.48,0.45666666666666667,0.4425,0.46
0.826,6,71,0.15531972289794746,0.55,0.48,0.45666666666666667,0.4425,0.46
0.828,16,62,0.1553768951453117,0.56,0.485,0.46,0.445,0.462
0.828,11,452,0.15568019860320215,0.56,0.485,0.46,0.445,0.462
0.828,1,205,0.16068639365318604,0.56,0.485,0.4633333333333333,0.4475,0.464
0.828,4,345,0.15576606927775388,0.56,0.485,0.4633333333333333,0.4475,0.462
0.832,5,34,0.15497535577138952,0.56,0.485,0.4633333333333333,0.4475,0.462
0.834,10,157,0.15657692561631306,0.56,0.49,0.4666666666666667,0.45,0.464
0.834,19,140,0.1603632573820193,0.56,0.49,0.47,0.4525,0.464
0.83,11,165,0.15924868103624257,0.56,0.49,0.47333333333333333,0.455,0.466
0.832,0,72,0.15546148482067848,0.56,0.49,0.47333333333333333,0.455,0.466
0.834,7,2,0.1550439397675197,0.56,0.49,0.47333333333333333,0.455,0.466
0.834,1,190,0.1546646379489753,0.56,0.49,0.47333333333333333,0.455,0.466
0.836,4,191,0.15622443096726354,0.56,0.49,0.47333333333333333,0.46,0.47
0.832,18,67,0.15425103390447234,0.56,0.49,0.47333333333333333,0.46,0.47
0.83,9,81,0.1540990225726445,0.56,0.49,0.47333333333333333,0.46,0.472
0.83,6,193,0.16034518825401337,0.56,0.49,0.47333333333333333,0.4625,0.474
0.832,2,40,0.1530609593960245,0.56,0.49,0.47333333333333333,0.4625,0.474
0.832,0,198,0.18986208472770644,0.56,0.49,0.47333333333333333,0.46,0.472
0.834,9,196,0.16340540784252597,0.56,0.49,0.47333333333333333,0.46,0.472
0.834,14,49,0.15296759843984714,0.56,0.49,0.47333333333333333,0.46,0.472
0.834,12,30,0.15238808087912434,0.56,0.49,0.47333333333333333,0.46,0.472
0.834,2,261,0.15188190578873728,0.56,0.49,0.47333333333333333,0.46,0.472
0.834,14,197,0.16556275007127463,0.56,0.49,0.47333333333333333,0.46,0.472
0.836,5,91,0.15326290676049295,0.56,0.485,0.4666666666666667,0.455,0.468
0.842,6,42,0.15153220956933147,0.56,0.48,0.4633333333333333,0.45,0.464
0.842,7,52,0.1506444313950226,0.56,0.48,0.4633333333333333,0.45,0.464
0.842,12,92,0.1502608972133644,0.55,0.475,0.46,0.4475,0.462
0.842,1,173,0.15297357353767457,0.55,0.475,0.46,0.4475,0.462
0.844,17,22,0.15028399768290474,0.55,0.475,0.46,0.4475,0.462
0.85,8,195,0.1533391886986416,0.55,0.475,0.46,0.4475,0.462
0.85,7,39,0.15281048539993627,0.55,0.475,0.46,0.4475,0.462
0.85,17,262,0.15176547848531424,0.55,0.475,0.46,0.4475,0.462
0.852,11,263,0.1517027762963031,0.55,0.475,0.46,0.4475,0.462
0.854,5,126,0.1489070824939929,0.55,0.475,0.46,0.4475,0.462
0.854,7,53,0.1503098849303848,0.55,0.475,0.46,0.4475,0.462
0.854,8,85,0.15339688471942664,0.55,0.475,0.46,0.4475,0.462
0.856,8,163,0.15324504641611525,0.54,0.47,0.4533333333333333,0.4425,0.458
0.856,1,98,0.1523147315215742,0.54,0.47,0.4533333333333333,0.4425,0.458
0.858,12,100,0.1524577707114325,0.53,0.465,0.45,0.4375,0.454
0.858,15,50,0.15229327071294577,0.53,0.465,0.45,0.44,0.456
0.86,6,419,0.15141990619497564,0.53,0.465,0.45,0.44,0.456
0.86,0,32,0.1492554228885406,0.53,0.46,0.44666666666666666,0.4375,0.454
0.862,19,264,0.14866271264856945,0.53,0.46,0.44666666666666666,0.4375,0.454
0.866,14,273,0.14676355715706146,0.53,0.46,0.44666666666666666,0.4375,0.454
0.868,10,99,0.14674697031973227,0.53,0.465,0.45,0.445,0.46
0.868,13,101,0.15347944735437413,0.53,0.465,0.45,0.445,0.46
0.87,5,25,0.14722009023074337,0.53,0.465,0.45,0.445,0.46
0.87,9,127,0.1535448882729796,0.53,0.465,0.45,0.445,0.46
0.87,12,51,0.1482777433644866,0.53,0.465,0.45,0.4425,0.462
0.87,18,174,0.15303360148805498,0.53,0.47,0.45666666666666667,0.45,0.468
0.868,15,188,0.15184224331947224,0.53,0.47,0.45666666666666667,0.45,0.468
0.87,10,422,0.15126645434882985,0.53,0.47,0.46,0.4525,0.47
0.874,0,187,0.15063068228256593,0.53,0.47,0.46,0.4525,0.47
0.876,10,314,0.1495532692023843,0.53,0.47,0.46,0.4525,0.472
0.876,6,54,0.14907106866672076,0.53,0.47,0.46,0.4525,0.474
0.878,15,61,0.14903054074782499,0.53,0.47,0.4633333333333333,0.455,0.476
0.878,3,189,0.1463957409214043,0.53,0.47,0.4633333333333333,0.455,0.476
0.878,6,110,0.14693086594346955,0.53,0.47,0.4633333333333333,0.455,0.476
0.884,10,0,0.14497783937220432,0.53,0.47,0.4633333333333333,0.455,0.476
0.884,0,17,0.1447357665085237,0.53,0.47,0.4633333333333333,0.455,0.474
0.886,18,19,0.14317113142302584,0.53,0.47,0.4633333333333333,0.455,0.474
0.886,7,272,0.15091761216337532,0.53,0.475,0.4666666666666667,0.4575,0.476
0.888,3,20,0.14339095178471303,0.54,0.48,0.47333333333333333,0.4625,0.48
0.888,1,23,0.14281378602800188,0.54,0.48,0.47333333333333333,0.4625,0.482
0.892,0,410,0.18184637356146507,0.54,0.48,0.47333333333333333,0.4625,0.48
0.892,14,114,0.1490861059896325,0.54,0.48,0.47333333333333333,0.4625,0.48
0.892,13,24,0.14259585156812932,0.55,0.485,0.47333333333333333,0.4625,0.48
0.894,19,277,0.1504519148547623,0.55,0.49,0.4766666666666667,0.465,0.482
0.898,19,124,0.14919073118462667,0.55,0.49,0.4766666666666667,0.465,0.482
0.898,10,9,0.14109484125469918,0.55,0.485,0.47333333333333333,0.4625,0.48
0.898,2,33,0.1876685612166697,0.55,0.485,0.4766666666666667,0.465,0.482
0.898,3,6,0.14104252159988814,0.55,0.485,0.4766666666666667,0.465,0.482
0.898,4,123,0.14823532804249834,0.55,0.485,0.4766666666666667,0.4675,0.484
0.902,6,318,0.14268385958799618,0.55,0.49,0.48,0.47,0.486
0.902,11,135,0.14887894387805972,0.55,0.49,0.48,0.47,0.488
0.902,8,60,0.1396517853927293,0.55,0.49,0.48,0.47,0.488
0.904,15,55,0.13974564030632627,0.55,0.49,0.4766666666666667,0.4675,0.486
0.906,14,103,0.13775914305632264,0.56,0.49,0.4766666666666667,0.4675,0.486
0.908,14,102,0.1371599675197376,0.56,0.49,0.4766666666666667,0.4675,0.486
0.908,0,56,0.14005632957945832,0.57,0.495,0.48,0.47,0.492
0.908,15,260,0.13818268299918038,0.57,0.495,0.48,0.47,0.492
0.91,4,8,0.13715915406080745,0.57,0.49,0.4766666666666667,0.4675,0.49
0.912,18,41,0.13717329436195155,0.57,0.49,0.4766666666666667,0.47,0.492
0.912,0,57,0.14027481881919548,0.57,0.49,0.4766666666666667,0.47,0.49
0.912,9,148,0.13318048560019846,0.57,0.49,0.4766666666666667,0.47,0.488
0.914,11,45,0.13363466119228112,0.56,0.485,0.47333333333333333,0.465,0.486
0.916,15,10,0.13286596409043275,0.56,0.485,0.47333333333333333,0.465,0.486
0.918,8,27,0.13218120844663994,0.56,0.485,0.47333333333333333,0.465,0.486
0.92,16,223,0.13084530753757145,0.56,0.485,0.4766666666666667,0.465,0.486
0.924,15,11,0.13066181172493918,0.56,0.485,0.48,0.4675,0.488
0.926,15,313,0.13718507394051394,0.56,0.485,0.48,0.4675,0.488
0.926,0,63,0.13921700953199817,0.56,0.49,0.48333333333333334,0.47,0.49
0.926,2,64,0.13917537194545052,0.56,0.49,0.48333333333333334,0.47,0.492
0.93,13,106,0.13750784652898823,0.56,0.49,0.48333333333333334,0.47,0.492
0.932,2,312,0.13595159624123968,0.56,0.49,0.48333333333333334,0.47,0.492
0.938,6,417,0.13521221976340983,0.57,0.495,0.4866666666666667,0.4725,0.494
0.942,11,125,0.14426685919739646,0.57,0.5,0.49,0.475,0.496
0.942,0,105,0.1341600084921004,0.57,0.5,0.49,0.475,0.494
0.942,14,421,0.13586185500406597,0.57,0.495,0.4866666666666667,0.47,0.49
0.942,16,265,0.1365824214078926,0.57,0.495,0.4866666666666667,0.47,0.492
0.942,15,423,0.1362464707435997,0.57,0.495,0.4866666666666667,0.47,0.492
0.942,15,16,0.13012571994770336,0.57,0.495,0.4866666666666667,0.47,0.492
0.946,1,26,0.1302347475730414,0.57,0.495,0.4866666666666667,0.47,0.492
0.946,8,7,0.12916987442676736,0.57,0.49,0.4866666666666667,0.47,0.492
0.948,1,222,0.12500177631029036,0.57,0.49,0.4866666666666667,0.47,0.492
0.948,5,68,0.12394561929864194,0.57,0.49,0.4866666666666667,0.47,0.492
0.948,1,203,0.18591085743066577,0.57,0.49,0.4866666666666667,0.47,0.494
0.948,15,220,0.1818792201074929,0.57,0.49,0.49,0.4725,0.496
0.95,7,293,0.1251391283569335,0.57,0.49,0.49,0.4725,0.496
0.95,0,454,0.14298682357697545,0.57,0.49,0.49,0.4725,0.496
0.95,9,451,0.13592789067286695,0.57,0.49,0.49,0.4725,0.496
0.952,6,13,0.13231075505508666,0.57,0.49,0.49,0.4725,0.496
0.952,7,28,0.13134042863188447,0.57,0.49,0.49333333333333335,0.475,0.498
0.954,6,18,0.12998998907194362,0.57,0.485,0.49,0.4725,0.498
0.954,3,70,0.12232787508070188,0.57,0.485,0.49,0.4725,0.496
0.956,0,3,0.12086375664407877,0.57,0.485,0.49,0.4725,0.496
0.956,2,457,0.13614705700384472,0.57,0.49,0.49333333333333335,0.475,0.498
0.956,7,76,0.1197150458925489,0.56,0.49,0.49333333333333335,0.475,0.498
0.956,19,44,0.13257000732367008,0.56,0.49,0.49333333333333335,0.475,0.5
0.956,19,294,0.12270517138627844,0.57,0.495,0.49333333333333335,0.475,0.5
0.956,9,295,0.12249817689478784,0.57,0.495,0.49333333333333335,0.475,0.5
0.956,14,296,0.12228894066766785,0.57,0.495,0.49333333333333335,0.475,0.5
0.96,9,74,0.1210466272266398,0.57,0.495,0.49333333333333335,0.475,0.5
0.96,12,297,0.12187394707158335,0.57,0.5,0.49666666666666665,0.4775,0.504
0.96,3,75,0.10559079907537781,0.56,0.495,0.49666666666666665,0.4775,0.504
0.96,14,298,0.12146350746864783,0.56,0.495,0.49666666666666665,0.4775,0.504
0.962,9,238,0.13069693498793353,0.56,0.5,0.5,0.48,0.506
0.962,10,84,0.12071041268612323,0.56,0.5,0.5,0.48,0.506
0.964,18,299,0.12089236672636962,0.56,0.5,0.5,0.48,0.508
0.968,15,315,0.11898438304944041,0.56,0.505,0.5033333333333333,0.4825,0.51
0.968,7,186,0.17999402577598522,0.55,0.5,0.5,0.48,0.508
0.97,6,237,0.12928124836643654,0.55,0.5,0.5,0.48,0.508
0.97,16,221,0.1267016668632192,0.56,0.505,0.5033333333333333,0.4825,0.51
0.97,11,37,0.11571310615115599,0.56,0.505,0.5033333333333333,0.485,0.512
0.97,12,35,0.11032100058353478,0.56,0.505,0.5033333333333333,0.485,0.512
0.972,1,145,0.10943093307126886,0.56,0.505,0.5033333333333333,0.485,0.512
0.978,7,5,0.09718922788929711,0.56,0.505,0.5033333333333333,0.485,0.512
0.98,5,416,0.11910601387202835,0.56,0.505,0.5033333333333333,0.485,0.512
0.98,13,292,0.1547418143184602,0.56,0.505,0.5033333333333333,0.485,0.512
0.98,15,146,0.10914386564426007,0.56,0.505,0.5033333333333333,0.485,0.512
0.98,19,73,0.09797426394700856,0.56,0.505,0.5033333333333333,0.485,0.512
0.98,0,301,0.1187202347642062,0.57,0.51,0.5066666666666667,0.4875,0.514
0.98,12,69,0.09128173297907312,0.57,0.51,0.5066666666666667,0.4875,0.514
0.98,4,31,0.08868739680063098,0.57,0.51,0.5066666666666667,0.4875,0.514
0.98,2,122,0.08731349968089808,0.57,0.51,0.51,0.49,0.516
0.982,6,147,0.08249148475973449,0.57,0.51,0.51,0.49,0.516
0.982,5,104,0.10491141859625186,0.57,0.51,0.51,0.49,0.516
0.982,6,119,0.07467593776468752,0.57,0.51,0.51,0.49,0.516
0.982,11,303,0.11762687408622569,0.57,0.515,0.5133333333333333,0.4925,0.518
0.984,19,226,0.08007875872983362,0.57,0.515,0.5133333333333333,0.4925,0.52
