classifier acc,actual topic,recommend ids,recommend score,100 test set,200 test set,300 test set,400 test set,500 test set
0.8,6,136,0.1697055302989443,0.58,0.5,0.4866666666666667,0.4675,0.494
0.802,12,297,0.16916190764056363,0.58,0.5,0.49,0.47,0.494
0.802,14,103,0.16701375960778014,0.58,0.5,0.49,0.47,0.494
0.806,1,205,0.1719435605524373,0.58,0.5,0.49,0.47,0.494
0.808,8,137,0.1700792842464313,0.58,0.5,0.49,0.47,0.494
0.81,14,296,0.16776211181640455,0.58,0.5,0.49333333333333335,0.47,0.494
0.812,19,124,0.17429292068890576,0.58,0.505,0.5,0.475,0.502
0.812,17,316,0.17738886978730853,0.58,0.5,0.5,0.475,0.504
0.818,15,206,0.17273442503187525,0.58,0.495,0.49666666666666665,0.4725,0.502
0.816,1,138,0.17076236016640473,0.58,0.495,0.5,0.475,0.504
0.814,4,123,0.16948542478090392,0.58,0.495,0.5,0.4775,0.506
0.812,5,104,0.16772330498435403,0.58,0.5,0.5033333333333333,0.48,0.508
0.812,2,122,0.16705053785673749,0.59,0.505,0.5066666666666667,0.4825,0.51
0.812,6,147,0.16755968765364643,0.59,0.505,0.5066666666666667,0.4825,0.51
0.812,15,315,0.17469954258597103,0.59,0.515,0.5133333333333333,0.4925,0.518
0.812,7,194,0.16836863863955653,0.59,0.515,0.5133333333333333,0.4925,0.518
0.814,13,171,0.16614187906634229,0.6,0.52,0.52,0.4975,0.522
0.812,10,314,0.1735764154075848,0.6,0.52,0.52,0.4975,0.522
0.812,15,313,0.17318388242865654,0.6,0.525,0.5233333333333333,0.4975,0.522
0.818,17,172,0.1665557509556687,0.61,0.53,0.5266666666666666,0.5,0.524
0.818,15,214,0.16629955338385055,0.61,0.53,0.5266666666666666,0.5,0.522
0.82,3,38,0.16623577883488358,0.61,0.535,0.53,0.5025,0.526
0.822,11,12,0.16563382797206502,0.61,0.535,0.53,0.5025,0.526
0.822,11,37,0.16464475860075525,0.61,0.535,0.5333333333333333,0.505,0.53
0.822,1,145,0.16353448231454787,0.61,0.535,0.5333333333333333,0.505,0.53
0.822,8,304,0.18795037346311202,0.61,0.535,0.5333333333333333,0.5075,0.528
0.824,1,255,0.21872055867051907,0.61,0.535,0.5333333333333333,0.5075,0.53
0.824,11,303,0.1845448172100336,0.61,0.535,0.5333333333333333,0.5075,0.53
0.826,7,302,0.18290124418149817,0.61,0.54,0.5366666666666666,0.5075,0.53
0.826,9,192,0.166848802601632,0.61,0.54,0.5333333333333333,0.505,0.528
0.826,0,301,0.1797361164753399,0.6,0.535,0.5266666666666666,0.5,0.524
0.826,16,300,0.17820446692155092,0.6,0.535,0.5233333333333333,0.5,0.526
0.826,11,256,0.1906062464471553,0.6,0.535,0.5233333333333333,0.5,0.524
0.826,5,257,0.19078091368334307,0.6,0.535,0.5233333333333333,0.4975,0.522
